experimento,metrica,n,media,desvio_padrao,margem_ic95,ic95_inferior,ic95_superior,minimo,maximo,cv_pct
1,tempo_segundos,10,1.2463855922999998,0.08690356211123205,0.062167063311256494,1.1842185289887432,1.3085526556112563,1.199245189,1.492098687,6.972445978845585
1,L1-dcache-loads,10,2430294284.4,1949680.9661028704,1394717.7435757068,2428899566.6564245,2431689002.1435757,2425433497.0,2431602035.0,0.08022406910215875
1,L1-dcache-load-misses,10,136723346.4,103668.81559852026,74160.20317403322,136649186.19682598,136797506.60317403,136489422.0,136819472.0,0.07582378454607534
1,branch-instructions,10,135272093.5,91.82501474725356,65.687658441929,135272027.81234157,135272159.18765843,135272040.0,135272353.0,6.7881713346333e-05
1,branch-misses,10,265919.8,431.29541306781056,308.53015225915203,265611.2698477408,266228.33015225915,265322.0,266690.0,0.1621900336371382
2,tempo_segundos,10,1.3384866587000002,0.03519391050234116,0.025176206926585315,1.3133104517734149,1.3636628656265855,1.306054113,1.412654072,2.629380746799755
2,L1-dcache-loads,10,3101303622.8,244927.82514528642,175210.81118638522,3101128411.988814,3101478833.6111865,3100969519.0,3101597721.0,0.007897576468960955
2,L1-dcache-load-misses,10,142075903.1,873835.9038514484,625104.5485206967,141450798.5514793,142701007.64852068,141370013.0,143872590.0,0.6150486358241903
2,branch-instructions,10,135271938.0,38.23320255717245,27.35038548732437,135271910.6496145,135271965.3503855,135271898.0,135272021.0,2.8263957124035918e-05
2,branch-misses,10,265594.2,317.9929419202746,227.4784470582175,265366.7215529418,265821.67844705825,265298.0,266286.0,0.11972887281434405
3,tempo_segundos,10,0.795357893,0.00935114501909308,0.006689406168306702,0.7886684868316933,0.8020472991683067,0.786653887,0.814101167,1.175715373090926
3,L1-dcache-loads,10,2427685202.4,176290.49528245514,126110.62326040916,2427559091.7767396,2427811313.0232606,2427429666.0,2427991927.0,0.007261670298446234
3,L1-dcache-load-misses,10,8700135.8,17237.79966494822,12331.179034364202,8687804.620965637,8712466.979034364,8677694.0,8728836.0,0.19813253564327374
3,branch-instructions,10,135271631.6,61.37715825578401,43.906574028214344,135271587.69342595,135271675.50657403,135271600.0,135271803.0,4.5373266759491064e-05
3,branch-misses,10,264771.0,129.37284619785302,92.54775897500151,264678.452241025,264863.547758975,264606.0,264937.0,0.048862166248514007
4,tempo_segundos,10,1.3044707832999998,0.013450815348862314,0.00962213365098262,1.2948486496490172,1.3140929169509823,1.289619758,1.328998656,1.0311319748254506
4,L1-dcache-loads,10,3098744502.8,110740.36083540435,79218.8818952472,3098665283.918105,3098823721.6818953,3098610322.0,3098924530.0,0.0035737170565479106
4,L1-dcache-load-misses,10,8809397.0,26739.241284008873,19128.100913404276,8790268.899086596,8828525.100913404,8779573.0,8848738.0,0.3035308918874796
4,branch-instructions,10,135271902.0,19.55618685849684,13.989653324024134,135271888.01034668,135271915.98965332,135271883.0,135271949.0,1.4456946763783095e-05
4,branch-misses,10,265398.7,160.65356101458403,114.92463434340183,265283.7753656566,265513.62463434343,265181.0,265798.0,0.060532911809509246
5,tempo_segundos,10,0.9998250574000002,0.011505659950015316,0.008230653303196916,0.9915944040968032,1.008055710703197,0.984615132,1.026690462,1.1507673132273024
